timestamp,sensor_id,value,unit
2026-03-24 15:03:41.993,vib_3,-0.912380,mm/s
2026-03-24 15:03:41.993,vib_2,0.362483,mm/s
2026-03-24 15:03:41.995,vib_3,-1.805755,mm/s
2026-03-24 15:03:41.995,curr_3,4.141709,A
2026-03-24 15:03:41.995,vib_1,0.385068,mm/s
2026-03-24 15:03:41.997,vib_3,-1.223038,mm/s
2026-03-24 15:03:41.999,vib_2,-0.438123,mm/s
2026-03-24 15:03:41.999,vib_3,0.910142,mm/s
2026-03-24 15:03:42.001,vib_3,1.560822,mm/s
2026-03-24 15:03:42.003,curr_1,1.101407,A
2026-03-24 15:03:42.004,speed_2,0.076900,m/s
2026-03-24 15:03:42.004,speed_3,0.173249,m/s
2026-03-24 15:03:42.004,vib_3,1.101215,mm/s
2026-03-24 15:03:42.004,vib_2,-1.190778,mm/s
2026-03-24 15:03:42.004,curr_2,2.477003,A
2026-03-24 15:03:42.005,press_3,8.001977,bar
2026-03-24 15:03:42.005,sq_2,0.981158,state
2026-03-24 15:03:42.006,curr_3,4.379500,A
2026-03-24 15:03:42.006,ramp_3,5.714293,%
2026-03-24 15:03:42.006,sq_3,1.000000,state
2026-03-24 15:03:42.006,vib_1,-0.021357,mm/s
2026-03-24 15:03:42.006,vib_3,0.651044,mm/s
2026-03-24 15:03:42.006,step_3,17.926235,C
2026-03-24 15:03:42.008,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.009,vib_2,0.252128,mm/s
2026-03-24 15:03:42.011,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.013,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.014,vib_2,0.994599,mm/s
2026-03-24 15:03:42.015,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.016,curr_3,4.176489,A
2026-03-24 15:03:42.016,vib_1,-0.496472,mm/s
2026-03-24 15:03:42.017,vib_3,0.236630,mm/s
2026-03-24 15:03:42.019,vib_2,0.350444,mm/s
2026-03-24 15:03:42.020,vib_3,1.573291,mm/s
2026-03-24 15:03:42.022,vib_3,1.251728,mm/s
2026-03-24 15:03:42.024,vib_3,0.835197,mm/s
2026-03-24 15:03:42.025,curr_2,2.509687,A
2026-03-24 15:03:42.025,vib_2,-0.408586,mm/s
2026-03-24 15:03:42.026,curr_3,4.500043,A
2026-03-24 15:03:42.027,vib_1,0.047586,mm/s
2026-03-24 15:03:42.027,vib_3,0.143103,mm/s
2026-03-24 15:03:42.029,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.030,vib_2,-1.176821,mm/s
2026-03-24 15:03:42.032,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.034,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.035,vib_2,0.284156,mm/s
2026-03-24 15:03:42.036,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.037,curr_3,4.330991,A
2026-03-24 15:03:42.037,vib_1,0.429606,mm/s
2026-03-24 15:03:42.038,vib_3,1.369785,mm/s
2026-03-24 15:03:42.040,vib_3,1.422879,mm/s
2026-03-24 15:03:42.041,vib_2,0.985049,mm/s
2026-03-24 15:03:42.043,vib_3,0.973440,mm/s
2026-03-24 15:03:42.045,vib_3,0.412003,mm/s
2026-03-24 15:03:42.045,curr_2,2.541563,A
2026-03-24 15:03:42.046,vib_2,0.328197,mm/s
2026-03-24 15:03:42.047,curr_3,4.597879,A
2026-03-24 15:03:42.047,vib_1,0.005127,mm/s
2026-03-24 15:03:42.047,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.049,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.051,vib_2,-0.411138,mm/s
2026-03-24 15:03:42.052,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.054,curr_1,1.102826,A
2026-03-24 15:03:42.054,speed_3,0.219537,m/s
2026-03-24 15:03:42.054,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.056,sq_3,1.000000,state
2026-03-24 15:03:42.056,vib_3,0.910142,mm/s
2026-03-24 15:03:42.056,vib_2,-1.221777,mm/s
2026-03-24 15:03:42.057,curr_3,4.299919,A
2026-03-24 15:03:42.057,vib_1,-0.470507,mm/s
2026-03-24 15:03:42.059,vib_3,1.560822,mm/s
2026-03-24 15:03:42.061,vib_3,1.101215,mm/s
2026-03-24 15:03:42.062,vib_2,0.299605,mm/s
2026-03-24 15:03:42.063,vib_3,0.651044,mm/s
2026-03-24 15:03:42.065,curr_2,2.572652,A
2026-03-24 15:03:42.066,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.067,vib_2,0.941809,mm/s
2026-03-24 15:03:42.067,curr_3,4.541465,A
2026-03-24 15:03:42.067,vib_1,0.053395,mm/s
2026-03-24 15:03:42.068,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.070,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.072,vib_2,0.322516,mm/s
2026-03-24 15:03:42.072,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.075,vib_3,0.236630,mm/s
2026-03-24 15:03:42.077,vib_3,1.573291,mm/s
2026-03-24 15:03:42.077,vib_2,-0.402791,mm/s
2026-03-24 15:03:42.077,curr_3,4.352099,A
2026-03-24 15:03:42.078,vib_1,0.425758,mm/s
2026-03-24 15:03:42.079,vib_3,1.251728,mm/s
2026-03-24 15:03:42.082,vib_3,0.835197,mm/s
2026-03-24 15:03:42.082,vib_2,-1.182815,mm/s
2026-03-24 15:03:42.084,vib_3,0.143103,mm/s
2026-03-24 15:03:42.086,curr_2,2.602974,A
2026-03-24 15:03:42.086,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.088,curr_3,4.615452,A
2026-03-24 15:03:42.088,vib_1,0.019270,mm/s
2026-03-24 15:03:42.088,vib_2,0.266849,mm/s
2026-03-24 15:03:42.089,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.091,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.093,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.093,vib_2,1.016505,mm/s
2026-03-24 15:03:42.095,vib_3,1.369785,mm/s
2026-03-24 15:03:42.098,vib_3,1.422879,mm/s
2026-03-24 15:03:42.098,curr_3,4.341205,A
2026-03-24 15:03:42.098,vib_1,-0.447629,mm/s
2026-03-24 15:03:42.098,vib_2,0.344184,mm/s
2026-03-24 15:03:42.100,vib_3,0.973440,mm/s
2026-03-24 15:03:42.102,vib_3,0.412003,mm/s
2026-03-24 15:03:42.103,speed_1,0.126771,m/s
2026-03-24 15:03:42.104,vib_2,-0.415221,mm/s
2026-03-24 15:03:42.104,speed_2,0.193488,m/s
2026-03-24 15:03:42.104,curr_1,1.165609,A
2026-03-24 15:03:42.104,speed_3,0.264768,m/s
2026-03-24 15:03:42.105,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.105,press_2,5.503002,bar
2026-03-24 15:03:42.105,press_3,8.001929,bar
2026-03-24 15:03:42.105,sq_1,0.997228,state
2026-03-24 15:03:42.106,sq_2,0.983063,state
2026-03-24 15:03:42.106,ramp_2,10.398519,%
2026-03-24 15:03:42.106,curr_2,2.632547,A
2026-03-24 15:03:42.106,ramp_3,6.422627,%
2026-03-24 15:03:42.106,step_2,32.110905,C
2026-03-24 15:03:42.106,step_3,20.709755,C
2026-03-24 15:03:42.106,sq_3,1.000000,state
2026-03-24 15:03:42.107,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.108,curr_3,4.717927,A
2026-03-24 15:03:42.108,vib_1,0.075519,mm/s
2026-03-24 15:03:42.109,vib_2,-1.113555,mm/s
2026-03-24 15:03:42.109,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.111,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.114,vib_3,0.910142,mm/s
2026-03-24 15:03:42.114,vib_2,0.243944,mm/s
2026-03-24 15:03:42.116,vib_3,1.560822,mm/s
2026-03-24 15:03:42.118,curr_3,4.393984,A
2026-03-24 15:03:42.118,vib_3,1.101215,mm/s
2026-03-24 15:03:42.118,vib_1,0.424220,mm/s
2026-03-24 15:03:42.119,vib_2,0.998969,mm/s
2026-03-24 15:03:42.121,vib_3,0.651044,mm/s
2026-03-24 15:03:42.123,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.125,vib_2,0.348387,mm/s
2026-03-24 15:03:42.125,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.126,curr_2,2.661390,A
2026-03-24 15:03:42.128,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.129,curr_3,4.803664,A
2026-03-24 15:03:42.129,vib_1,0.030830,mm/s
2026-03-24 15:03:42.130,vib_2,-0.437886,mm/s
2026-03-24 15:03:42.130,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.132,vib_3,0.236630,mm/s
2026-03-24 15:03:42.134,vib_3,1.573291,mm/s
2026-03-24 15:03:42.135,vib_2,-1.166270,mm/s
2026-03-24 15:03:42.137,vib_3,1.251728,mm/s
2026-03-24 15:03:42.139,curr_3,4.524193,A
2026-03-24 15:03:42.139,vib_1,-0.438369,mm/s
2026-03-24 15:03:42.139,vib_3,0.835197,mm/s
2026-03-24 15:03:42.140,vib_2,0.217982,mm/s
2026-03-24 15:03:42.141,vib_3,0.143103,mm/s
2026-03-24 15:03:42.144,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.145,vib_2,1.009770,mm/s
2026-03-24 15:03:42.146,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.146,curr_2,2.689521,A
2026-03-24 15:03:42.148,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.149,curr_3,4.808997,A
2026-03-24 15:03:42.149,vib_1,0.078299,mm/s
2026-03-24 15:03:42.150,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.151,vib_2,0.304590,mm/s
2026-03-24 15:03:42.153,vib_3,1.369785,mm/s
2026-03-24 15:03:42.154,curr_1,1.206650,A
2026-03-24 15:03:42.155,speed_3,0.334357,m/s
2026-03-24 15:03:42.155,vib_3,1.422879,mm/s
2026-03-24 15:03:42.156,vib_2,-0.387339,mm/s
2026-03-24 15:03:42.157,sq_3,1.000000,state
2026-03-24 15:03:42.157,vib_3,0.973440,mm/s
2026-03-24 15:03:42.159,vib_3,0.412003,mm/s
2026-03-24 15:03:42.159,vib_1,0.446846,mm/s
2026-03-24 15:03:42.159,curr_3,4.534151,A
2026-03-24 15:03:42.161,vib_2,-1.192639,mm/s
2026-03-24 15:03:42.161,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.164,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.166,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.167,curr_2,2.716958,A
2026-03-24 15:03:42.167,vib_2,0.287232,mm/s
2026-03-24 15:03:42.168,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.170,vib_1,0.025934,mm/s
2026-03-24 15:03:42.170,curr_3,4.768506,A
2026-03-24 15:03:42.171,vib_3,0.910142,mm/s
2026-03-24 15:03:42.172,vib_2,0.960798,mm/s
2026-03-24 15:03:42.173,vib_3,1.560822,mm/s
2026-03-24 15:03:42.175,vib_3,1.101215,mm/s
2026-03-24 15:03:42.177,vib_2,0.311990,mm/s
2026-03-24 15:03:42.177,vib_3,0.651044,mm/s
2026-03-24 15:03:42.180,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.180,vib_1,-0.450374,mm/s
2026-03-24 15:03:42.180,curr_3,4.572241,A
2026-03-24 15:03:42.182,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.183,vib_2,-0.380660,mm/s
2026-03-24 15:03:42.184,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.187,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.187,curr_2,2.743716,A
2026-03-24 15:03:42.188,vib_2,-1.175503,mm/s
2026-03-24 15:03:42.189,vib_3,0.236630,mm/s
2026-03-24 15:03:42.190,vib_1,0.067880,mm/s
2026-03-24 15:03:42.190,curr_3,4.888746,A
2026-03-24 15:03:42.191,vib_3,1.573291,mm/s
2026-03-24 15:03:42.193,vib_2,0.279114,mm/s
2026-03-24 15:03:42.194,vib_3,1.251728,mm/s
2026-03-24 15:03:42.196,vib_3,0.835197,mm/s
2026-03-24 15:03:42.198,vib_3,0.143103,mm/s
2026-03-24 15:03:42.198,vib_2,1.015139,mm/s
2026-03-24 15:03:42.200,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.201,curr_3,4.672164,A
2026-03-24 15:03:42.200,vib_1,0.412740,mm/s
2026-03-24 15:03:42.203,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.204,vib_2,0.283213,mm/s
2026-03-24 15:03:42.204,speed_2,0.280393,m/s
2026-03-24 15:03:42.205,curr_1,1.250154,A
2026-03-24 15:03:42.205,speed_3,0.403552,m/s
2026-03-24 15:03:42.205,press_3,8.002102,bar
2026-03-24 15:03:42.205,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.206,sq_2,0.996272,state
2026-03-24 15:03:42.206,ramp_3,7.130960,%
2026-03-24 15:03:42.207,step_3,23.357521,C
2026-03-24 15:03:42.207,sq_3,1.000000,state
2026-03-24 15:03:42.207,curr_2,2.769815,A
2026-03-24 15:03:42.207,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.209,vib_2,-0.380656,mm/s
2026-03-24 15:03:42.210,vib_3,1.369785,mm/s
2026-03-24 15:03:42.211,curr_3,4.974348,A
2026-03-24 15:03:42.211,vib_1,0.023814,mm/s
2026-03-24 15:03:42.212,vib_3,1.422879,mm/s
2026-03-24 15:03:42.214,vib_2,-1.198882,mm/s
2026-03-24 15:03:42.214,vib_3,0.973440,mm/s
2026-03-24 15:03:42.217,vib_3,0.412003,mm/s
2026-03-24 15:03:42.219,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.219,vib_2,0.250638,mm/s
2026-03-24 15:03:42.221,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.221,curr_3,4.718240,A
2026-03-24 15:03:42.221,vib_1,-0.452960,mm/s
2026-03-24 15:03:42.223,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.225,vib_2,0.959625,mm/s
2026-03-24 15:03:42.226,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.228,curr_2,2.795268,A
2026-03-24 15:03:42.228,vib_3,0.910142,mm/s
2026-03-24 15:03:42.230,vib_2,0.332328,mm/s
2026-03-24 15:03:42.230,vib_3,1.560822,mm/s
2026-03-24 15:03:42.232,curr_3,4.889014,A
2026-03-24 15:03:42.232,vib_1,0.067805,mm/s
2026-03-24 15:03:42.233,vib_3,1.101215,mm/s
2026-03-24 15:03:42.235,vib_3,0.651044,mm/s
2026-03-24 15:03:42.236,vib_2,-0.372767,mm/s
2026-03-24 15:03:42.237,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.239,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.241,vib_2,-1.118031,mm/s
2026-03-24 15:03:42.242,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.242,vib_1,0.428857,mm/s
2026-03-24 15:03:42.242,curr_3,4.682996,A
2026-03-24 15:03:42.244,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.246,vib_2,0.290583,mm/s
2026-03-24 15:03:42.246,vib_3,0.236630,mm/s
2026-03-24 15:03:42.248,curr_2,2.820094,A
2026-03-24 15:03:42.248,vib_3,1.573291,mm/s
2026-03-24 15:03:42.251,vib_3,1.251728,mm/s
2026-03-24 15:03:42.251,vib_2,0.992416,mm/s
2026-03-24 15:03:42.252,vib_1,-0.002232,mm/s
2026-03-24 15:03:42.252,curr_3,4.965044,A
2026-03-24 15:03:42.253,vib_3,0.835197,mm/s
2026-03-24 15:03:42.255,curr_1,1.218890,A
2026-03-24 15:03:42.255,vib_3,0.143103,mm/s
2026-03-24 15:03:42.255,speed_3,0.473914,m/s
2026-03-24 15:03:42.257,vib_2,0.368916,mm/s
2026-03-24 15:03:42.257,sq_3,1.000000,state
2026-03-24 15:03:42.258,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.260,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.262,vib_2,-0.402595,mm/s
2026-03-24 15:03:42.262,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.263,vib_1,-0.474684,mm/s
2026-03-24 15:03:42.263,curr_3,4.715685,A
2026-03-24 15:03:42.265,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.267,vib_3,1.369785,mm/s
2026-03-24 15:03:42.268,vib_2,-1.184440,mm/s
2026-03-24 15:03:42.268,curr_2,2.844306,A
2026-03-24 15:03:42.269,vib_3,1.422879,mm/s
2026-03-24 15:03:42.272,vib_3,0.973440,mm/s
2026-03-24 15:03:42.273,vib_1,0.043058,mm/s
2026-03-24 15:03:42.273,curr_3,5.066225,A
2026-03-24 15:03:42.273,vib_2,0.203820,mm/s
2026-03-24 15:03:42.274,vib_3,0.412003,mm/s
2026-03-24 15:03:42.276,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.278,vib_2,1.013062,mm/s
2026-03-24 15:03:42.279,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.281,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.283,vib_1,0.401038,mm/s
2026-03-24 15:03:42.283,curr_3,4.738083,A
2026-03-24 15:03:42.283,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.284,vib_2,0.289580,mm/s
2026-03-24 15:03:42.286,vib_3,0.910142,mm/s
2026-03-24 15:03:42.288,vib_3,1.560822,mm/s
2026-03-24 15:03:42.288,curr_2,2.867921,A
2026-03-24 15:03:42.289,vib_2,-0.381805,mm/s
2026-03-24 15:03:42.290,vib_3,1.101215,mm/s
2026-03-24 15:03:42.292,vib_3,0.651044,mm/s
2026-03-24 15:03:42.294,vib_1,-0.010747,mm/s
2026-03-24 15:03:42.294,curr_3,5.062812,A
2026-03-24 15:03:42.294,vib_2,-1.175629,mm/s
2026-03-24 15:03:42.295,vib_3,-0.113468,mm/s
2026-03-24 15:03:42.297,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.299,vib_3,-1.539502,mm/s
2026-03-24 15:03:42.300,vib_2,0.256363,mm/s
2026-03-24 15:03:42.302,vib_3,-1.701723,mm/s
2026-03-24 15:03:42.304,speed_1,0.234727,m/s
2026-03-24 15:03:42.304,curr_3,4.783841,A
2026-03-24 15:03:42.304,vib_1,-0.497525,mm/s
2026-03-24 15:03:42.304,vib_3,0.236630,mm/s
2026-03-24 15:03:42.304,speed_2,0.374892,m/s
2026-03-24 15:03:42.305,vib_2,0.963922,mm/s
2026-03-24 15:03:42.305,press_2,5.504007,bar
2026-03-24 15:03:42.305,press_3,8.003098,bar
2026-03-24 15:03:42.305,curr_1,1.245619,A
2026-03-24 15:03:42.306,sq_1,0.991014,state
2026-03-24 15:03:42.306,speed_3,0.527212,m/s
2026-03-24 15:03:42.306,ramp_2,10.798925,%
2026-03-24 15:03:42.306,sq_2,1.028967,state
2026-03-24 15:03:42.306,ramp_3,7.839293,%
2026-03-24 15:03:42.306,step_2,34.262361,C
2026-03-24 15:03:42.307,vib_3,1.573291,mm/s
2026-03-24 15:03:42.307,step_3,25.876155,C
2026-03-24 15:03:42.307,sq_3,1.000000,state
2026-03-24 15:03:42.309,curr_2,2.890953,A
2026-03-24 15:03:42.309,vib_3,1.251728,mm/s
2026-03-24 15:03:42.310,vib_2,0.343294,mm/s
2026-03-24 15:03:42.311,vib_3,0.835197,mm/s
2026-03-24 15:03:42.313,vib_3,0.143103,mm/s
2026-03-24 15:03:42.314,curr_3,5.087622,A
2026-03-24 15:03:42.315,vib_1,0.022406,mm/s
2026-03-24 15:03:42.315,vib_2,-0.384936,mm/s
2026-03-24 15:03:42.316,vib_3,-0.504798,mm/s
2026-03-24 15:03:42.318,vib_3,-1.210225,mm/s
2026-03-24 15:03:42.320,vib_3,-1.890237,mm/s
2026-03-24 15:03:42.321,vib_2,-1.168321,mm/s
2026-03-24 15:03:42.323,vib_3,-0.528697,mm/s
2026-03-24 15:03:42.325,curr_3,4.837638,A
2026-03-24 15:03:42.325,vib_1,0.398397,mm/s
2026-03-24 15:03:42.325,vib_3,1.369785,mm/s
2026-03-24 15:03:42.326,vib_2,0.249081,mm/s
2026-03-24 15:03:42.328,vib_3,1.422879,mm/s
2026-03-24 15:03:42.329,curr_2,2.913415,A
2026-03-24 15:03:42.330,vib_3,0.973440,mm/s
2026-03-24 15:03:42.331,vib_2,0.969588,mm/s
2026-03-24 15:03:42.332,vib_3,0.412003,mm/s
2026-03-24 15:03:42.335,vib_3,-0.327819,mm/s
2026-03-24 15:03:42.335,curr_3,5.158792,A
2026-03-24 15:03:42.335,vib_1,0.001184,mm/s
2026-03-24 15:03:42.336,vib_2,0.269879,mm/s
2026-03-24 15:03:42.337,vib_3,-0.912380,mm/s
2026-03-24 15:03:42.339,vib_3,-1.805755,mm/s
2026-03-24 15:03:42.342,vib_2,-0.421870,mm/s
2026-03-24 15:03:42.342,vib_3,-1.223038,mm/s
2026-03-24 15:03:42.344,vib_3,0.910142,mm/s
2026-03-24 15:03:42.345,curr_3,4.877058,A
2026-03-24 15:03:42.346,vib_1,-0.480879,mm/s
2026-03-24 15:03:42.346,vib_3,1.560822,mm/s
2026-03-24 15:03:42.347,vib_2,-1.206547,mm/s
2026-03-24 15:03:42.349,vib_3,1.101215,mm/s
2026-03-24 15:03:42.349,curr_2,2.935324,A
2026-03-24 15:03:42.351,vib_3,0.651044,mm/s
2026-03-24 15:03:42.352,vib_2,0.346207,mm/s
2026-03-24 15:03:42.353,vib_3,0.049941,mm/s
2026-03-24 15:03:42.355,curr_3,5.137164,A
2026-03-24 15:03:42.356,vib_3,-0.683636,mm/s
2026-03-24 15:03:42.356,curr_1,1.242299,A
2026-03-24 15:03:42.356,vib_1,0.065527,mm/s
